Entry	Reviewed	Cofactor	EC number	Organism (ID)
A0QYE8	reviewed	COFACTOR: Name=a monovalent cation; Xref=ChEBI:CHEBI:60242; Evidence={ECO:0000255|HAMAP-Rule:MF_02250, ECO:0000269|PubMed:35338694}; Note=Activity is highest with Rb(+), followed by K(+), NH4(+) and Cs(+). {ECO:0000269|PubMed:35338694};	1.7.1.7	246196
A0R6D0	reviewed	COFACTOR: Name=FMN; Xref=ChEBI:CHEBI:58210; Evidence={ECO:0000269|PubMed:20624223}; Note=Binds 1 FMN per subunit. {ECO:0000269|PubMed:20624223};	1.-.-.-	246196
A1CP85	reviewed	COFACTOR: Name=Zn(2+); Xref=ChEBI:CHEBI:29105; Note=Binds 2 Zn(2+) ions per subunit.;	1.1.1.25; 2.5.1.19; 2.7.1.71; 4.2.1.10; 4.2.3.4	344612
A1D244	reviewed	COFACTOR: Name=Zn(2+); Xref=ChEBI:CHEBI:29105; Note=Binds 2 Zn(2+) ions per subunit.;	1.1.1.25; 2.5.1.19; 2.7.1.71; 4.2.1.10; 4.2.3.4	331117
A1IHE6	reviewed	COFACTOR: Name=FAD; Xref=ChEBI:CHEBI:57692; Evidence={ECO:0000269|PubMed:30392152, ECO:0000305|PubMed:17071761}; Note=Binds 1 FAD per subunit. {ECO:0000250|UniProtKB:H3JQW0};	1.14.13.226	235467
A1Z746	reviewed	COFACTOR: Name=FAD; Xref=ChEBI:CHEBI:57692; Evidence={ECO:0000255|HAMAP-Rule:MF_03018};	1.14.13.9	7227
A2AI05	reviewed	COFACTOR: Name=FAD; Xref=ChEBI:CHEBI:57692; Evidence={ECO:0000255|HAMAP-Rule:MF_03178}; COFACTOR: Name=FMN; Xref=ChEBI:CHEBI:58210; Evidence={ECO:0000255|HAMAP-Rule:MF_03178};	1.18.1.-	10090
A2R6H1	reviewed	COFACTOR: Name=pantetheine 4'-phosphate; Xref=ChEBI:CHEBI:47942; Evidence={ECO:0000255}; Note=Binds 1 phosphopantetheine covalently. {ECO:0000255};	2.3.1.-	425011
A2RVM0	reviewed		1.1.1.-	3702
A3LSZ2	reviewed	COFACTOR: Name=Zn(2+); Xref=ChEBI:CHEBI:29105; Note=Binds 2 Zn(2+) ions per subunit.;	1.1.1.25; 2.5.1.19; 2.7.1.71; 4.2.1.10; 4.2.3.4	322104
A3MWK6	reviewed		1.4.1.4	410359
A3R052	reviewed		1.23.1.1; 1.23.1.4	35941
A4ECA9	reviewed		1.1.1.201	411903
A4RD09	reviewed	COFACTOR: Name=Zn(2+); Xref=ChEBI:CHEBI:29105; Note=Binds 2 Zn(2+) ions per subunit.;	1.1.1.25; 2.5.1.19; 2.7.1.71; 4.2.1.10; 4.2.3.4	242507
A4UHT7	reviewed		1.1.1.248	215227
A5CAL1	reviewed		1.1.1.-; 1.1.1.26; 1.1.1.28; 1.1.1.79	29760
A5H2P4	reviewed	COFACTOR: Name=Zn(2+); Xref=ChEBI:CHEBI:29105; Note=Binds 2 Zn(2+) ions per subunit.;	1.1.1.25; 2.5.1.19; 2.7.1.71; 4.2.1.10; 4.2.3.4	379508
A5H2Q8	reviewed	COFACTOR: Name=Zn(2+); Xref=ChEBI:CHEBI:29105; Note=Binds 2 Zn(2+) ions per subunit.;	1.1.1.25; 2.5.1.19; 2.7.1.71; 4.2.1.10; 4.2.3.4	379508
A5HZ59	reviewed		1.5.1.24	441771
A6R8Q8	reviewed	COFACTOR: Name=Zn(2+); Xref=ChEBI:CHEBI:29105; Note=Binds 2 Zn(2+) ions per subunit.;	1.1.1.25; 2.5.1.19; 2.7.1.71; 4.2.1.10; 4.2.3.4	2059318
A6ZY89	reviewed	COFACTOR: Name=Zn(2+); Xref=ChEBI:CHEBI:29105; Note=Binds 2 Zn(2+) ions per subunit.;	1.1.1.25; 2.5.1.19; 2.7.1.71; 4.2.1.10; 4.2.3.4	307796
A7DY56	reviewed		1.1.1.206; 1.1.1.236	270110
A7F7H0	reviewed	COFACTOR: Name=Zn(2+); Xref=ChEBI:CHEBI:29105; Note=Binds 2 Zn(2+) ions per subunit.;	1.1.1.25; 2.5.1.19; 2.7.1.71; 4.2.1.10; 4.2.3.4	665079
A7RDN6	reviewed	COFACTOR: Name=FAD; Xref=ChEBI:CHEBI:57692; Evidence={ECO:0000250|UniProtKB:Q5VYX0};	1.6.3.5	10090
A7Z064	reviewed		1.1.1.34	9913
A8JQX3	reviewed	COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000250|UniProtKB:Q9UK39}; Note=Binds 2 magnesium ions, but the ions are only loosely bound to the protein. {ECO:0000250|UniProtKB:Q9UK39};	3.1.3.-	7227
A8MRX0	reviewed		1.14.13.237	3702
A8NMB4	reviewed	COFACTOR: Name=Zn(2+); Xref=ChEBI:CHEBI:29105; Note=Binds 2 Zn(2+) ions per subunit.;	1.1.1.25; 2.5.1.19; 2.7.1.71; 4.2.1.10; 4.2.3.4	240176
A8QCB2	reviewed	COFACTOR: Name=Zn(2+); Xref=ChEBI:CHEBI:29105; Note=Binds 2 Zn(2+) ions per subunit.;	1.1.1.25; 2.5.1.19; 2.7.1.71; 4.2.1.10; 4.2.3.4	425265
B0D6H2	reviewed	COFACTOR: Name=Zn(2+); Xref=ChEBI:CHEBI:29105; Note=Binds 2 Zn(2+) ions per subunit.;	1.1.1.25; 2.5.1.19; 2.7.1.71; 4.2.1.10; 4.2.3.4	486041
B0LL23	reviewed		1.23.1.1; 1.23.1.2	93608
B0XRM8	reviewed	COFACTOR: Name=Zn(2+); Xref=ChEBI:CHEBI:29105; Note=Binds 2 Zn(2+) ions per subunit.;	1.1.1.25; 2.5.1.19; 2.7.1.71; 4.2.1.10; 4.2.3.4	451804
B2B223	reviewed	COFACTOR: Name=Zn(2+); Xref=ChEBI:CHEBI:29105; Note=Binds 2 Zn(2+) ions per subunit.;	1.1.1.25; 2.5.1.19; 2.7.1.71; 4.2.1.10; 4.2.3.4	515849
B2GV72	reviewed		1.1.1.184; 1.6.5.10	10116
B2HIL7	reviewed	COFACTOR: Name=pantetheine 4'-phosphate; Xref=ChEBI:CHEBI:47942; Evidence={ECO:0000250}; Note=Binds 1 phosphopantetheine covalently. {ECO:0000250};	2.3.1.41	216594
B2HN69	reviewed	COFACTOR: Name=pantetheine 4'-phosphate; Xref=ChEBI:CHEBI:47942; Evidence={ECO:0000255|HAMAP-Rule:MF_02247, ECO:0000305|PubMed:23248280}; Note=Binds 1 phosphopantetheine covalently. {ECO:0000255|HAMAP-Rule:MF_02247, ECO:0000305|PubMed:23248280};	1.2.1.-	216594
B3LGE9	reviewed	COFACTOR: Name=Zn(2+); Xref=ChEBI:CHEBI:29105; Note=Binds 2 Zn(2+) ions per subunit.;	1.1.1.25; 2.5.1.19; 2.7.1.71; 4.2.1.10; 4.2.3.4	285006
B3TMR8	reviewed		1.1.1.384	46161
B5KRH5	reviewed		1.23.1.1; 1.23.1.2	480358
B6HAA7	reviewed	COFACTOR: Name=Zn(2+); Xref=ChEBI:CHEBI:29105; Note=Binds 2 Zn(2+) ions per subunit.;	1.1.1.25; 2.5.1.19; 2.7.1.71; 4.2.1.10; 4.2.3.4	500485
B6JVD0	reviewed	COFACTOR: Name=Zn(2+); Xref=ChEBI:CHEBI:29105; Note=Binds 2 Zn(2+) ions per subunit.;	1.1.1.25; 2.5.1.19; 2.7.1.71; 4.2.1.10; 4.2.3.4	402676
B6QCA7	reviewed	COFACTOR: Name=Zn(2+); Xref=ChEBI:CHEBI:29105; Note=Binds 2 Zn(2+) ions per subunit.;	1.1.1.25; 2.5.1.19; 2.7.1.71; 4.2.1.10; 4.2.3.4	441960
B6QWH9	reviewed	COFACTOR: Name=Zn(2+); Xref=ChEBI:CHEBI:29105; Note=Binds 2 Zn(2+) ions per subunit.;	1.1.1.25; 2.5.1.19; 2.7.1.71; 4.2.1.10; 4.2.3.4	441960
B8ANW0	reviewed	COFACTOR: Name=FAD; Xref=ChEBI:CHEBI:57692; Evidence={ECO:0000250|UniProtKB:Q10RE2};	1.14.13.168	39946
B8M0U4	reviewed	COFACTOR: Name=Zn(2+); Xref=ChEBI:CHEBI:29105; Note=Binds 2 Zn(2+) ions per subunit.;	1.1.1.25; 2.5.1.19; 2.7.1.71; 4.2.1.10; 4.2.3.4	441959
B8N4Q9	reviewed	COFACTOR: Name=Zn(2+); Xref=ChEBI:CHEBI:29105; Note=Binds 2 Zn(2+) ions per subunit.;	1.1.1.25; 2.5.1.19; 2.7.1.71; 4.2.1.10; 4.2.3.4	332952
B9K712	reviewed	COFACTOR: Name=FMN; Xref=ChEBI:CHEBI:58210; Evidence={ECO:0000269|PubMed:34748729};	1.21.1.1	309803
B9TSP7	reviewed		1.2.1.84	3702
B9WFG1	reviewed	COFACTOR: Name=Zn(2+); Xref=ChEBI:CHEBI:29105; Note=Binds 2 Zn(2+) ions per subunit.;	1.1.1.25; 2.5.1.19; 2.7.1.71; 4.2.1.10; 4.2.3.4	573826
C0NL63	reviewed	COFACTOR: Name=Zn(2+); Xref=ChEBI:CHEBI:29105; Note=Binds 2 Zn(2+) ions per subunit.;	1.1.1.25; 2.5.1.19; 2.7.1.71; 4.2.1.10; 4.2.3.4	447093
C0S433	reviewed	COFACTOR: Name=Zn(2+); Xref=ChEBI:CHEBI:29105; Note=Binds 2 Zn(2+) ions per subunit.;	1.1.1.25; 2.5.1.19; 2.7.1.71; 4.2.1.10; 4.2.3.4	482561
C1FYJ9	reviewed	COFACTOR: Name=Zn(2+); Xref=ChEBI:CHEBI:29105; Note=Binds 2 Zn(2+) ions per subunit.;	1.1.1.25; 2.5.1.19; 2.7.1.71; 4.2.1.10; 4.2.3.4	502780
C1H8L1	reviewed	COFACTOR: Name=Zn(2+); Xref=ChEBI:CHEBI:29105; Note=Binds 2 Zn(2+) ions per subunit.;	1.1.1.25; 2.5.1.19; 2.7.1.71; 4.2.1.10; 4.2.3.4	502779
C1I202	reviewed	COFACTOR: Name=FMN; Xref=ChEBI:CHEBI:58210; Evidence={ECO:0000269|PubMed:19218392}; Note=Binds 1 FMN per monomer. {ECO:0000269|PubMed:19218392};	1.6.5.6	165468
C4JYG6	reviewed	COFACTOR: Name=Zn(2+); Xref=ChEBI:CHEBI:29105; Note=Binds 2 Zn(2+) ions per subunit.;	1.1.1.25; 2.5.1.19; 2.7.1.71; 4.2.1.10; 4.2.3.4	336963
C4R4R8	reviewed	COFACTOR: Name=Zn(2+); Xref=ChEBI:CHEBI:29105; Note=Binds 2 Zn(2+) ions per subunit.;	1.1.1.25; 2.5.1.19; 2.7.1.71; 4.2.1.10; 4.2.3.4	644223
C4Y9D5	reviewed	COFACTOR: Name=Zn(2+); Xref=ChEBI:CHEBI:29105; Note=Binds 2 Zn(2+) ions per subunit.;	1.1.1.25; 2.5.1.19; 2.7.1.71; 4.2.1.10; 4.2.3.4	306902
C5DN02	reviewed	COFACTOR: Name=Zn(2+); Xref=ChEBI:CHEBI:29105; Note=Binds 2 Zn(2+) ions per subunit.;	1.1.1.25; 2.5.1.19; 2.7.1.71; 4.2.1.10; 4.2.3.4	559295
C5DVG6	reviewed	COFACTOR: Name=Zn(2+); Xref=ChEBI:CHEBI:29105; Note=Binds 2 Zn(2+) ions per subunit.;	1.1.1.25; 2.5.1.19; 2.7.1.71; 4.2.1.10; 4.2.3.4	559307
C5FQ73	reviewed	COFACTOR: Name=Zn(2+); Xref=ChEBI:CHEBI:29105; Note=Binds 2 Zn(2+) ions per subunit.;	1.1.1.25; 2.5.1.19; 2.7.1.71; 4.2.1.10; 4.2.3.4	554155
C5G8R4	reviewed	COFACTOR: Name=Zn(2+); Xref=ChEBI:CHEBI:29105; Note=Binds 2 Zn(2+) ions per subunit.;	1.1.1.25; 2.5.1.19; 2.7.1.71; 4.2.1.10; 4.2.3.4	559297
C5H429	reviewed	COFACTOR: Name=FMN; Xref=ChEBI:CHEBI:58210; Evidence={ECO:0000250};	1.3.1.92	35608
C5I9X1	reviewed		1.2.1.-	35608
C5JKE6	reviewed	COFACTOR: Name=Zn(2+); Xref=ChEBI:CHEBI:29105; Note=Binds 2 Zn(2+) ions per subunit.;	1.1.1.25; 2.5.1.19; 2.7.1.71; 4.2.1.10; 4.2.3.4	559298
C5M1X2	reviewed	COFACTOR: Name=Zn(2+); Xref=ChEBI:CHEBI:29105; Note=Binds 2 Zn(2+) ions per subunit.;	1.1.1.25; 2.5.1.19; 2.7.1.71; 4.2.1.10; 4.2.3.4	294747
C5PA86	reviewed	COFACTOR: Name=Zn(2+); Xref=ChEBI:CHEBI:29105; Note=Binds 2 Zn(2+) ions per subunit.;	1.1.1.25; 2.5.1.19; 2.7.1.71; 4.2.1.10; 4.2.3.4	222929
C6HCG7	reviewed	COFACTOR: Name=Zn(2+); Xref=ChEBI:CHEBI:29105; Note=Binds 2 Zn(2+) ions per subunit.;	1.1.1.25; 2.5.1.19; 2.7.1.71; 4.2.1.10; 4.2.3.4	544712
C6KT68	reviewed	COFACTOR: Name=FAD; Xref=ChEBI:CHEBI:57692; Evidence={ECO:0000269|PubMed:17251200, ECO:0000269|PubMed:17258767, ECO:0000269|PubMed:19736991};	1.18.1.2	36329
C7GIN5	reviewed	COFACTOR: Name=Zn(2+); Xref=ChEBI:CHEBI:29105; Note=Binds 2 Zn(2+) ions per subunit.;	1.1.1.25; 2.5.1.19; 2.7.1.71; 4.2.1.10; 4.2.3.4	574961
C7YZ74	reviewed	COFACTOR: Name=Zn(2+); Xref=ChEBI:CHEBI:29105; Note=Binds 2 Zn(2+) ions per subunit.;	1.1.1.25; 2.5.1.19; 2.7.1.71; 4.2.1.10; 4.2.3.4	660122
C8WR67	reviewed	COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000255|HAMAP-Rule:MF_00435, ECO:0000269|PubMed:25849365}; Note=Binds 2 magnesium ions per subunit. {ECO:0000255|HAMAP-Rule:MF_00435, ECO:0000269|PubMed:25849365};	1.1.1.86	521098
C8Z543	reviewed	COFACTOR: Name=Zn(2+); Xref=ChEBI:CHEBI:29105; Note=Binds 2 Zn(2+) ions per subunit.;	1.1.1.25; 2.5.1.19; 2.7.1.71; 4.2.1.10; 4.2.3.4	643680
C9JRZ8	reviewed		1.1.1.-; 1.1.1.216; 1.1.1.300; 1.1.1.54; 1.1.1.64	9606
C9SE96	reviewed	COFACTOR: Name=Zn(2+); Xref=ChEBI:CHEBI:29105; Note=Binds 2 Zn(2+) ions per subunit.;	1.1.1.25; 2.5.1.19; 2.7.1.71; 4.2.1.10; 4.2.3.4	526221
D0WGK0	reviewed	COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000255|HAMAP-Rule:MF_00435, ECO:0000269|PubMed:23776225}; Note=Binds 2 magnesium ions per subunit. {ECO:0000255|HAMAP-Rule:MF_00435};	1.1.1.86	649764
D1ZA70	reviewed	COFACTOR: Name=Zn(2+); Xref=ChEBI:CHEBI:29105; Note=Binds 2 Zn(2+) ions per subunit.;	1.1.1.25; 2.5.1.19; 2.7.1.71; 4.2.1.10; 4.2.3.4	771870
D3ZBP4	reviewed	COFACTOR: Name=FAD; Xref=ChEBI:CHEBI:57692; Evidence={ECO:0000250|UniProtKB:Q8TDZ2};	1.14.13.225; 1.6.3.1	10116
D3ZF77	reviewed		1.1.1.-; 1.1.1.216	10116
D3ZUA0	reviewed	COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000269|PubMed:24733394};	1.5.1.15; 1.5.1.5; 3.5.4.9	10116
D3ZUM2	reviewed		3.2.2.-; 3.2.2.6	10116
D4A1F2	reviewed	COFACTOR: Name=FAD; Xref=ChEBI:CHEBI:57692; Evidence={ECO:0000250|UniProtKB:Q8TDZ2};	1.14.13.225	10116
D4GP33	reviewed		1.1.1.376	309800
D5JWB3	reviewed		1.3.1.107	3467
E0SRA9	reviewed	COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000255|HAMAP-Rule:MF_00435, ECO:0000269|PubMed:25849365}; Note=Binds 2 magnesium ions per subunit. {ECO:0000255|HAMAP-Rule:MF_00435};	1.1.1.383	583356
E1JIB2	reviewed	COFACTOR: Name=FMN; Xref=ChEBI:CHEBI:58210; Evidence={ECO:0000269|PubMed:27643701};	1.21.1.1	7227
E2RTZ4	reviewed	COFACTOR: Name=heme b; Xref=ChEBI:CHEBI:60344; Note=Binds 1 heme b group.; COFACTOR: Name=FAD; Xref=ChEBI:CHEBI:57692; Note=Binds 1 FAD.;	1.14.12.17	184922
E5XP76	reviewed	COFACTOR: Name=pantetheine 4'-phosphate; Xref=ChEBI:CHEBI:47942; Evidence={ECO:0000255|HAMAP-Rule:MF_02247, ECO:0000269|PubMed:28719588}; Note=Binds 1 phosphopantetheine covalently. {ECO:0000255|HAMAP-Rule:MF_02247, ECO:0000269|PubMed:28719588};	1.2.1.-	679197
E6Y2X0	reviewed		1.23.1.1; 1.23.1.2	4006
E7FHC4	reviewed	COFACTOR: Name=Ni(2+); Xref=ChEBI:CHEBI:49786; Evidence={ECO:0000269|PubMed:10714990}; Note=Binds 1 nickel ion per subunit. {ECO:0000269|PubMed:10714990}; COFACTOR: Name=Fe cation; Xref=ChEBI:CHEBI:24875; Evidence={ECO:0000250};	1.12.1.5	186497
E7FHF8	reviewed	COFACTOR: Name=Ni(2+); Xref=ChEBI:CHEBI:49786; Evidence={ECO:0000269|PubMed:10714990}; Note=Binds 1 nickel ion per subunit. {ECO:0000269|PubMed:10714990}; COFACTOR: Name=[4Fe-4S] cluster; Xref=ChEBI:CHEBI:49883; Evidence={ECO:0000269|PubMed:10714990}; Note=Binds 2 [4Fe-4S] clusters. {ECO:0000269|PubMed:10714990}; COFACTOR: Name=[3Fe-4S] cluster; Xref=ChEBI:CHEBI:21137; Evidence={ECO:0000269|PubMed:10714990}; Note=Binds 1 [3Fe-4S] cluster. {ECO:0000269|PubMed:10714990};	1.12.1.5	186497
E7FHU4	reviewed	COFACTOR: Name=Ni(2+); Xref=ChEBI:CHEBI:49786; Evidence={ECO:0000269|PubMed:10439073, ECO:0000269|PubMed:2538471, ECO:0000269|PubMed:7615063}; Note=Binds 1 nickel ion per tetramer. {ECO:0000269|PubMed:10439073, ECO:0000269|PubMed:2538471, ECO:0000269|PubMed:7615063}; COFACTOR: Name=[4Fe-4S] cluster; Xref=ChEBI:CHEBI:49883; Evidence={ECO:0000269|PubMed:10439073, ECO:0000269|PubMed:7615063}; Note=Binds 2 [4Fe-4S] clusters. {ECO:0000269|PubMed:10439073, ECO:0000269|PubMed:7615063}; COFACTOR: Name=[3Fe-4S] cluster; Xref=ChEBI:CHEBI:21137; Evidence={ECO:0000269|PubMed:10439073}; Note=Binds 1 [3Fe-4S] cluster. {ECO:0000269|PubMed:10439073};	1.12.1.3	186497
E7FI44	reviewed	COFACTOR: Name=Ni(2+); Xref=ChEBI:CHEBI:49786; Evidence={ECO:0000269|PubMed:10439073, ECO:0000269|PubMed:2538471, ECO:0000269|PubMed:7615063}; Note=Binds 1 nickel ion per heterotetramer. {ECO:0000269|PubMed:10439073, ECO:0000269|PubMed:2538471, ECO:0000269|PubMed:7615063}; COFACTOR: Name=Fe cation; Xref=ChEBI:CHEBI:24875; Evidence={ECO:0000250};	1.12.1.3	186497
E9QYP0	reviewed	COFACTOR: Name=FAD; Xref=ChEBI:CHEBI:57692; Evidence={ECO:0000269|PubMed:20614882, ECO:0000269|PubMed:20650894, ECO:0000269|PubMed:22928747}; Note=Binds 1 FAD per subunit. {ECO:0000269|PubMed:20614882, ECO:0000269|PubMed:20650894, ECO:0000269|PubMed:22928747};	1.14.13.196	330879
F1MH07	reviewed	COFACTOR: Name=FAD; Xref=ChEBI:CHEBI:57692; Evidence={ECO:0000250|UniProtKB:Q8TDZ2};	1.14.13.225; 1.6.3.1	9913
F1QWA8	reviewed		3.2.2.-; 3.2.2.6	7955
F1RA39	reviewed	COFACTOR: Name=FAD; Xref=ChEBI:CHEBI:57692; Evidence={ECO:0000250|UniProtKB:Q8TDZ2};	1.14.13.225	7955
F4HT77	reviewed		3.2.2.-; 3.2.2.6	3702
F4HVY0	reviewed		4.1.99.5	3702
F4I907	reviewed		1.1.1.79; 1.1.1.n11	3702
G1UB11	reviewed	COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000250|UniProtKB:P04798};	1.14.19.41	237561
G3MWR8	reviewed	COFACTOR: Name=FAD; Xref=ChEBI:CHEBI:57692; Evidence={ECO:0000250};	1.14.13.225	9913
G3Y419	reviewed		2.3.1.165	380704
G4SW86	reviewed		1.3.1.70	1091494
G8BAW7	reviewed		1.1.1.100; 2.3.1.41; 2.3.1.86	578454
G9FRD6	reviewed		1.1.1.201	29369
G9FRD7	reviewed		1.1.1.-	29369
H3JQW0	reviewed	COFACTOR: Name=FAD; Xref=ChEBI:CHEBI:57692; Evidence={ECO:0000269|PubMed:22267661, ECO:0000269|PubMed:6848481}; Note=Binds 1 FAD per subunit. {ECO:0000269|PubMed:22267661, ECO:0000269|PubMed:6848481};	1.14.13.160	303
H9N289	reviewed	COFACTOR: Name=[2Fe-2S] cluster; Xref=ChEBI:CHEBI:190135; Evidence={ECO:0000255|PROSITE-ProRule:PRU00628, ECO:0000269|PubMed:20966097, ECO:0000269|PubMed:22328667}; Note=Binds 1 [2Fe-2S] cluster per subunit. {ECO:0000255|PROSITE-ProRule:PRU00628, ECO:0000269|PubMed:20966097, ECO:0000269|PubMed:22328667};	1.14.13.178	303
I1S489	reviewed		1.3.1.9; 2.3.1.38; 2.3.1.39; 2.3.1.86; 3.1.2.14; 4.2.1.59	229533
I3L5V6	reviewed		3.2.2.-; 3.2.2.6	9823
I6XD69	reviewed		2.3.1.295	83332
K7WDL7	reviewed		1.3.1.122	4058
K7WIZ6	reviewed		1.1.1.193; 3.2.2.-	4577
M2XHU6	reviewed		1.3.1.9; 2.3.1.38; 2.3.1.39; 2.3.1.86; 3.1.2.14; 4.2.1.59	675120
O02604	reviewed		1.5.1.3; 2.1.1.45	5855
O04226	reviewed		1.2.1.41; 2.7.2.11	39947
O08336	reviewed	COFACTOR: Name=FAD; Xref=ChEBI:CHEBI:57692; Evidence={ECO:0000269|PubMed:15122913}; COFACTOR: Name=FMN; Xref=ChEBI:CHEBI:58210; Evidence={ECO:0000269|PubMed:15122913}; COFACTOR: Name=heme b; Xref=ChEBI:CHEBI:60344; Evidence={ECO:0000269|PubMed:15122913};	1.14.14.1; 1.6.2.4	224308
O08394	reviewed	COFACTOR: Name=FAD; Xref=ChEBI:CHEBI:57692; Evidence={ECO:0000269|PubMed:15122913}; COFACTOR: Name=FMN; Xref=ChEBI:CHEBI:58210; Evidence={ECO:0000269|PubMed:15122913}; COFACTOR: Name=heme b; Xref=ChEBI:CHEBI:60344; Evidence={ECO:0000269|PubMed:15122913};	1.14.14.1; 1.6.2.4	224308
O08984	reviewed		1.3.1.70	10116
O13820	reviewed	COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000250|UniProtKB:P04798};	1.14.19.41	284812
O14295	reviewed		1.1.1.65	284812
O14756	reviewed		1.1.1.105; 1.1.1.209; 1.1.1.239; 1.1.1.53; 1.1.1.62	9606
O15229	reviewed	COFACTOR: Name=FAD; Xref=ChEBI:CHEBI:57692; Evidence={ECO:0000255|HAMAP-Rule:MF_03018, ECO:0000269|PubMed:10672018, ECO:0000269|PubMed:29429898};	1.14.13.9	9606
O15770	reviewed	COFACTOR: Name=FAD; Xref=ChEBI:CHEBI:57692; Evidence={ECO:0000250|UniProtKB:Q94655}; Note=Binds 1 FAD per subunit. {ECO:0000250|UniProtKB:Q94655};	1.8.1.7	36329
O18963	reviewed	COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000250};	1.14.13.n7; 1.14.14.1	9913
O19053	reviewed	COFACTOR: Name=Zn(2+); Xref=ChEBI:CHEBI:29105; Evidence={ECO:0000250|UniProtKB:P11766}; Note=Binds 2 Zn(2+) ions per subunit. {ECO:0000250|UniProtKB:P11766};	1.1.1.-; 1.1.1.1; 1.1.1.284	9986
O19132	reviewed	COFACTOR: Name=heme b; Xref=ChEBI:CHEBI:60344; Evidence={ECO:0000250}; COFACTOR: Name=FAD; Xref=ChEBI:CHEBI:57692; Evidence={ECO:0000250}; Note=Binds 1 FAD. {ECO:0000250}; COFACTOR: Name=FMN; Xref=ChEBI:CHEBI:58210; Evidence={ECO:0000250}; Note=Binds 1 FMN. {ECO:0000250}; COFACTOR: Name=(6R)-L-erythro-5,6,7,8-tetrahydrobiopterin; Xref=ChEBI:CHEBI:59560; Evidence={ECO:0000250}; Note=Tetrahydrobiopterin (BH4). May stabilize the dimeric form of the enzyme. {ECO:0000250};	1.14.13.39	9986
O22133	reviewed		1.1.1.-	3702
O22229	reviewed	COFACTOR: Name=FAD; Xref=ChEBI:CHEBI:57692; Evidence={ECO:0000250|UniProtKB:P9WHH1}; Note=Binds 1 FAD per subunit. {ECO:0000250|UniProtKB:P9WHH1};	1.8.1.9	3702
O26061	reviewed	COFACTOR: Name=FAD; Xref=ChEBI:CHEBI:57692; Evidence={ECO:0000269|PubMed:22512654, ECO:0000305|PubMed:12029065}; Note=Binds 4 FAD per tetramer. Each FAD binding site is formed by three monomers. {ECO:0000269|PubMed:22512654};	2.1.1.148	85962
O28440	reviewed		1.4.1.21	224325
O29428	reviewed	COFACTOR: Name=FMN; Xref=ChEBI:CHEBI:58210; Evidence={ECO:0000269|PubMed:10593977}; Name=FAD; Xref=ChEBI:CHEBI:57692; Evidence={ECO:0000269|PubMed:10593977};	1.16.1.10	224325
